[run number],vote-portion-strategic,utility-distribution,number-of-voters,perceived-utility-stdev,proportion-of-strategic-voters,minority-power,y-axis,x-axis,QV?,number-of-issues,issues-correlation,correlate-n-issues,[step],item 0 total-payoff-per-issue,mean total-payoff-per-issue,first issue average payoff,average payoff
18457,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.05271573,-8.946736803,0,0
18453,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.17894387,-9.653120457,0,0
18458,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.00856964,-9.293609841,0,0
18459,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.76414715,-9.786817627,0,0
18460,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.39976367,-9.883154762,0,0
18461,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.45232756,-9.202758318,0,0
18463,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.23757919,-9.54970107,0,0
18462,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.5195828,-9.601895272,0,0
18464,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.26906493,-9.151703597,0,0
18466,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.0659862,-9.481487302,0,0
18465,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.42497249,-9.728279219,0,0
18467,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.69960352,-9.031985212,0,0
18468,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.14999287,-9.237967832,0,0
18470,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.77371169,-9.481496952,0,0
18469,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.54087169,-9.475507415,0,0
18471,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.01191211,-9.302101429,0,0
18472,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.47177015,-9.57859282,0,0
18473,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.10346777,-8.995841483,0,0
18474,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.71207562,-10.06595386,0,0
18476,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.07750634,-8.945679066,0,0
18475,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.74691199,-9.64686474,0,0
18477,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.69963347,-10.01534938,0,0
18479,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.0564692,-9.294246284,0,0
18478,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.18303791,-9.400917797,0,0
18480,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.97596048,-8.93889271,0,0
18481,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.71552987,-9.745811362,0,0
18483,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.76944776,-10.24708721,0,0
18484,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.26842002,-9.035631785,0,0
18482,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.11066477,-9.47423033,0,0
18485,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.945220267,-8.152215988,0,0
18487,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.00756844,-8.73414948,0,0
18486,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.13366505,-9.233003398,0,0
18488,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.23361073,-9.638446216,0,0
18489,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.27788964,-9.325667163,0,0
18490,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.5064033,-9.908251586,0,0
18491,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.43579617,-9.206032187,0,0
18492,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.12266224,-9.027024504,0,0
18493,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.81839799,-9.211992442,0,0
18495,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.57089653,-9.049870868,0,0
18496,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.9177347,-9.136662597,0,0
18494,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.49892096,-9.202789463,0,0
18497,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.37056468,-9.305975213,0,0
18499,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.75158244,-9.55070506,0,0
18498,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.8673574,-9.957254845,0,0
18501,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.1887249,-9.104786982,0,0
18503,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.42288252,-9.521355201,0,0
18502,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.34170126,-9.82837543,0,0
18504,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.14111499,-8.972309888,0,0
18500,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.69195507,-9.943960643,0,0
18505,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.34765264,-9.603557275,0,0
18506,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.33662795,-9.256528785,0,0
18507,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.14030702,-9.17377334,0,0
18508,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.79222027,-10.09384312,0,0
18510,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.61397135,-9.403243942,0,0
18511,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.49627642,-9.448549106,0,0
18509,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.35556604,-8.980775844,0,0
18512,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.51500391,-9.720985053,0,0
18513,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.38829383,-9.677123991,0,0
18514,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.07752975,-9.490276781,0,0
18515,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.38510873,-9.6506413,0,0
18516,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.25671533,-9.645981568,0,0
18519,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.7479907,-9.72503409,0,0
18518,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.6934538,-9.54346195,0,0
18517,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.59335611,-9.49426692,0,0
18520,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.38428282,-9.357185728,0,0
18521,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.08608649,-9.288124453,0,0
18522,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.21831211,-8.929257517,0,0
18523,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66629079,-9.697644052,0,0
18524,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.69669534,-9.736975559,0,0
18526,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.61879686,-9.497082633,0,0
18525,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.39043983,-9.397316428,0,0
18527,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.968226394,-9.322867351,0,0
18528,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.68135695,-9.77968653,0,0
18529,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66390372,-10.1946528,0,0
18530,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.74391628,-10.12251589,0,0
18531,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.58181943,-9.653564556,0,0
18532,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.03850421,-9.27462099,0,0
18534,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.02533797,-9.312750086,0,0
18533,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.13720197,-9.321167947,0,0
18535,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.59864101,-9.880737823,0,0
18536,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.1184692,-9.043086498,0,0
18537,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.17557905,-8.838553626,0,0
18538,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.26161407,-9.58606438,0,0
18540,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.48319256,-9.487651695,0,0
18541,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.77939048,-9.977728445,0,0
18543,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.39251587,-9.202920367,0,0
18542,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.62181127,-9.193855978,0,0
18539,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.47761819,-9.547959508,0,0
18544,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.21212264,-9.20183326,0,0
18545,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.21681485,-9.269632167,0,0
18547,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.21640266,-9.085868475,0,0
18546,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.21335577,-9.488807999,0,0
18548,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.10822408,-9.268498085,0,0
18549,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.00699572,-8.952435622,0,0
18550,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.60704218,-9.93084085,0,0
18551,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.20625132,-8.666012413,0,0
18553,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.51983541,-9.367714186,0,0
18552,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.06487735,-9.422052074,0,0
18555,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.4900784,-9.548764559,0,0
18554,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.49290946,-9.91767293,0,0
18556,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.69981195,-10.5064518,0,0
18557,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.57485205,-9.67772349,0,0
18558,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.46863692,-9.203887161,0,0
18559,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.36380225,-9.671478691,0,0
18562,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.22243396,-9.313381466,0,0
18560,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.49559657,-9.331503659,0,0
18563,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.12928042,-8.891936029,0,0
18565,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.963979397,-9.16764147,0,0
18564,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.0825715,-9.235050454,0,0
18566,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.03558989,-9.000195683,0,0
18567,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.71745547,-9.69779167,0,0
18561,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.45985314,-9.60635328,0,0
18570,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.38693311,-9.667970966,0,0
18569,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.63611472,-10.02165297,0,0
18568,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.955862325,-8.870569939,0,0
18571,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.50875773,-9.624319312,0,0
18573,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.17142694,-9.232065649,0,0
18572,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.22296057,-9.161505822,0,0
18574,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.19531614,-9.565556012,0,0
18575,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.00182678,-9.225797453,0,0
18576,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.08810764,-9.027696392,0,0
18577,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66355379,-9.755355578,0,0
18579,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.19351605,-9.282045741,0,0
18578,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.946896417,-9.271693764,0,0
18581,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.54517238,-9.587189685,0,0
18580,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.34703945,-9.627662867,0,0
18582,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.38593016,-9.51400954,0,0
18584,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.63548521,-9.603717126,0,0
18585,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.20890731,-9.398798512,0,0
18586,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66683513,-9.409877727,0,0
18587,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.42512829,-9.285049734,0,0
18588,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.39090912,-9.190139061,0,0
18589,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66801988,-9.602998741,0,0
18583,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.73648837,-9.773134621,0,0
18590,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.14098401,-9.43971598,0,0
18591,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.05589835,-9.367494189,0,0
18592,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66077351,-10.10534907,0,0
18594,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.49863413,-9.67135298,0,0
18593,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.07580908,-8.755200711,0,0
18595,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.41453733,-9.701539089,0,0
18596,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.41645533,-9.296897729,0,0
18598,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.42369079,-9.268014163,0,0
18599,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.6192431,-10.05389214,0,0
18597,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.38643382,-9.494111227,0,0
18600,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.56700308,-9.224685927,0,0
18602,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.15819653,-9.22642565,0,0
18603,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.335177,-9.749118893,0,0
18604,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.24788649,-9.124607139,0,0
18605,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.43757979,-9.524466781,0,0
18601,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.66392028,-9.458071638,0,0
18606,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.70610853,-9.718400681,0,0
18608,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.74359914,-9.744088896,0,0
18607,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.74400354,-10.01000742,0,0
18609,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.25316561,-9.149700601,0,0
18610,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.61325257,-9.633254306,0,0
18611,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.36749805,-9.637457717,0,0
18613,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.0579176,-9.991002914,0,0
18612,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.00021046,-8.885746086,0,0
18614,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.34956924,-9.415479275,0,0
18617,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.05197058,-8.996720664,0,0
18618,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.46951811,-9.474452986,0,0
18619,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.47040093,-9.190759839,0,0
18615,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.6942922,-9.893666907,0,0
18621,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.15842949,-9.016903048,0,0
18616,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.967239882,-8.989825464,0,0
18622,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.35669588,-9.678895515,0,0
18620,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.24027796,-8.94896723,0,0
18623,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.2184849,-9.504583283,0,0
18624,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.2907293,-8.915439857,0,0
18625,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.75339885,-10.19769376,0,0
18626,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.67973759,-9.463073466,0,0
18629,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.911204249,-9.020786814,0,0
18627,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.68005077,-9.771156802,0,0
18630,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.75220877,-9.943646529,0,0
18628,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.75996598,-9.827641211,0,0
18631,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.34126333,-9.766014116,0,0
18632,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.69824339,-9.676697836,0,0
18634,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.25866692,-9.714491616,0,0
18633,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.61488683,-9.93380122,0,0
18636,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.64994602,-9.536029188,0,0
18635,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.04154774,-9.398226988,0,0
18637,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.72573274,-9.550907055,0,0
18638,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.50583535,-9.466931808,0,0
18639,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.58275443,-9.68406933,0,0
18640,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.23880423,-9.417994875,0,0
18641,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.0744763,-8.895153797,0,0
18642,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.908920138,-9.063640272,0,0
18643,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.65436111,-9.965632103,0,0
18644,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.73034552,-10.00103971,0,0
18645,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.68204969,-9.873057477,0,0
18647,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.72002123,-9.827277693,0,0
18646,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.26787703,-9.31523922,0,0
18648,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.02885041,-9.643966004,0,0
18649,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.05774668,-8.697059388,0,0
18650,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.33342964,-9.773934342,0,0
18652,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.25914574,-9.790145463,0,0
18653,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-10.76670368,-9.285377056,0,0
18651,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.9,10,1,-9.977787935,-8.869326463,0,0
